,Breed,Breed2,MixedBreed,isCat,Color,ColorPattern,Color2,ColorPattern2,AgeuponOutcome,OutcomeType,SexuponOutcome,Name
18120,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Transfer,Neutered Male,True
18121,domestic shorthair,,True,1,Tortie,,,,1095.0,Transfer,Spayed Female,True
18122,border terrier,,True,0,White,,,,1095.0,Adoption,Spayed Female,True
18123,shih tzu,cocker spaniel,False,0,Black,,Gray,,1825.0,Transfer,Intact Male,True
18124,great pyrenees,pit bull,False,0,White,,Brown,,730.0,Euthanasia,Intact Male,True
18125,domestic shorthair,,True,1,Blue,,White,,60.0,Adoption,Neutered Male,True
18126,black tan hound,black mouth cur,False,0,Brown,,,,120.0,Transfer,Intact Male,True
18127,himalayan,,True,1,Flame,Point,,,1825.0,Adoption,Spayed Female,True
18128,chihuahua shorthair,,True,0,Tricolor,,,,1460.0,Return_to_owner,Neutered Male,True
18129,manchester terrier,,True,0,Brown,Brindle,,,240.0,Adoption,Spayed Female,True
18130,australian cattle dog,,True,0,Red,,White,,1095.0,Euthanasia,Intact Male,True
18131,miniature schnauzer,,True,0,Silver,,Black,,730.0,Adoption,Neutered Male,True
18132,german shepherd,,True,0,Tan,,White,,1825.0,Adoption,Neutered Male,True
18133,siamese,,True,1,Seal,Point,,,730.0,Return_to_owner,Neutered Male,True
18134,domestic shorthair,,True,1,Black,,,,2.0,Transfer,Unknown,False
18135,domestic medium hair,,True,1,White,,,,240.0,Adoption,Neutered Male,True
18136,dachshund,,True,0,Black,,Brown,,365.0,Transfer,Spayed Female,True
18137,domestic shorthair,,True,1,Calico,,,,60.0,Transfer,Unknown,False
18138,carolina dog,,True,0,Red,,Black,,150.0,Adoption,Neutered Male,True
18139,domestic shorthair,,True,1,White,,Blue,,3.0,Transfer,Unknown,False
18140,australian cattle dog,labrador retriever,False,0,Black,,White,,330.0,Transfer,Neutered Male,True
18141,australian shepherd,,True,0,White,,Blue,Tick,730.0,Transfer,Spayed Female,True
18142,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Adoption,Neutered Male,False
18143,labrador retriever,,True,0,Yellow,,,,120.0,Return_to_owner,Intact Female,True
18144,pit bull,,True,0,Black,,White,,730.0,Transfer,Intact Male,False
18145,domestic longhair,,True,1,Tortie,,,,365.0,Return_to_owner,Spayed Female,False
18146,chihuahua shorthair,,True,0,Black,,White,,365.0,Adoption,Spayed Female,True
18147,domestic shorthair,,True,1,Brown,Tabby,White,,180.0,Transfer,Intact Female,False
18148,domestic shorthair,,True,1,Orange,,,,730.0,Transfer,Unknown,False
18149,german shepherd,,True,0,Sable,,,,90.0,Return_to_owner,Neutered Male,True
18150,domestic shorthair,,True,1,White,,,,365.0,Died,Unknown,False
18151,siamese,,True,1,Seal,Point,,,1095.0,Return_to_owner,Neutered Male,True
18152,basenji,,True,0,Red,,White,,1825.0,Return_to_owner,Neutered Male,True
18153,pit bull,,True,0,Black,,White,,1095.0,Transfer,Neutered Male,True
18154,american pit bull terrier,,False,0,Brown,,White,,365.0,Transfer,Spayed Female,True
18155,staffordshire,,True,0,Blue,,White,,730.0,Euthanasia,Neutered Male,True
18156,pit bull,,True,0,Brown,,White,,300.0,Euthanasia,Spayed Female,True
18157,shih tzu,,True,0,Cream,,,,365.0,Transfer,Intact Female,False
18158,domestic shorthair,,True,1,Brown,Tabby,White,,30.0,Transfer,Intact Male,True
18159,australian shepherd,,True,0,Tricolor,,,,730.0,Return_to_owner,Neutered Male,True
18160,chihuahua longhair,,True,0,Tan,,White,,1825.0,Adoption,Neutered Male,True
18161,pit bull,,True,0,Blue,,White,,365.0,Transfer,Neutered Male,True
18162,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Spayed Female,False
18163,pointer,,True,0,Brown,,White,,730.0,Return_to_owner,Spayed Female,True
18164,domestic shorthair,,True,1,Black,,White,,60.0,Adoption,Neutered Male,True
18165,chihuahua shorthair,,True,0,Gold,,White,,1460.0,Return_to_owner,Spayed Female,True
18166,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Spayed Female,True
18167,domestic shorthair,,True,1,Black,,,,90.0,Adoption,Spayed Female,True
18168,pit bull,,True,0,White,,Gray,,120.0,Transfer,Intact Female,False
18169,dachshund wirehair,,True,0,Brown,,,,365.0,Return_to_owner,Neutered Male,True
18170,domestic shorthair,,True,1,Cream,,,,2.0,Transfer,Unknown,False
18171,dachshund,,True,0,Black,,Tan,,730.0,Transfer,Spayed Female,True
18172,dachshund,,True,0,Tan,,White,,150.0,Adoption,Neutered Male,True
18173,australian shepherd,,True,0,Blue,Merle,White,,1460.0,Return_to_owner,Intact Male,True
18174,manchester terrier,jack russell terrier,False,0,Buff,,White,,60.0,Return_to_owner,Spayed Female,True
18175,border collie,great pyrenees,False,0,Tan,,White,,60.0,Adoption,Spayed Female,True
18176,domestic shorthair,,True,1,Black,,,,150.0,Adoption,Spayed Female,False
18177,shiba inu,,True,0,Tan,,White,,365.0,Transfer,Intact Female,False
18178,labrador retriever,,True,0,Black,,,,180.0,Transfer,Intact Female,False
18179,siamese,,True,1,Lynx,Point,,,60.0,Adoption,Spayed Female,True
18180,german shepherd,,True,0,Brown,,Black,,4380.0,Return_to_owner,Neutered Male,True
18181,dachshund,,True,0,Tan,,White,,2190.0,Adoption,Spayed Female,True
18182,domestic shorthair,,True,1,Black,,,,120.0,Adoption,Spayed Female,False
18183,german shepherd,,True,0,Black,,Brown,,365.0,Return_to_owner,Neutered Male,True
18184,boxer,,True,0,Red,,,,730.0,Return_to_owner,Intact Female,True
18185,domestic shorthair,,True,1,Orange,Tabby,,,60.0,Adoption,Neutered Male,True
18186,domestic shorthair,,True,1,Brown,Tabby,,,150.0,Transfer,Neutered Male,False
18187,labrador retriever,,True,0,Black,,White,,365.0,Adoption,Neutered Male,True
18188,domestic shorthair,,True,1,Cream,Tabby,,,365.0,Transfer,Unknown,False
18189,border collie,,True,0,Black,,,,365.0,Adoption,Neutered Male,True
18190,domestic shorthair,,True,1,Black,,,,1460.0,Euthanasia,Intact Male,False
18191,domestic medium hair,,True,1,Orange,Tabby,,,365.0,Transfer,Intact Male,False
18192,domestic shorthair,,True,1,Orange,Tabby,,,60.0,Adoption,Neutered Male,False
18193,domestic shorthair,,True,1,Brown,Tabby,,,21.0,Transfer,Intact Female,False
18194,beagle,,True,0,Tricolor,,,,730.0,Adoption,Spayed Female,True
18195,domestic shorthair,,True,1,Black,,,,240.0,Transfer,Intact Female,False
18196,chihuahua shorthair,,True,0,White,,Tan,,1095.0,Adoption,Spayed Female,True
18197,domestic shorthair,,True,1,Brown,Tabby,,,21.0,Transfer,Intact Female,False
18198,catahoula,,True,0,Blue,Merle,,,1095.0,Adoption,Neutered Male,True
18199,pit bull,,True,0,Brown,,White,,730.0,Euthanasia,Intact Female,False
18200,blue lacy,,True,0,Blue,,,,365.0,Adoption,Spayed Female,True
18201,pit bull,,True,0,Orange,,,,730.0,Return_to_owner,Intact Female,True
18202,domestic shorthair,,True,1,Calico,,,,21.0,Transfer,Intact Female,False
18203,pit bull,,True,0,Brown,,,,365.0,Return_to_owner,Spayed Female,True
18204,domestic shorthair,,True,1,Brown,Tabby,,,365.0,Euthanasia,Intact Female,False
18205,shih tzu,yorkshire terrier,False,0,Sable,,Cream,,60.0,Return_to_owner,Neutered Male,True
18206,chihuahua shorthair,,True,0,Red,,White,,730.0,Adoption,Spayed Female,True
18207,border collie,,True,0,Black,,White,,90.0,Return_to_owner,Neutered Male,True
18208,pit bull,australian cattle dog,False,0,White,,,,30.0,Transfer,Intact Male,False
18209,domestic shorthair,,True,1,Orange,Tabby,,,90.0,Transfer,Neutered Male,True
18210,domestic shorthair,,True,1,White,,Brown,Tabby,60.0,Adoption,Neutered Male,False
18211,labrador retriever,,True,0,Black,,,,210.0,Return_to_owner,Spayed Female,True
18212,german shepherd,,True,0,Sable,,,,30.0,Transfer,Intact Female,True
18213,pit bull,,True,0,Tricolor,,,,210.0,Adoption,Spayed Female,True
18214,pit bull,,True,0,Gold,,White,,2555.0,Return_to_owner,Spayed Female,True
18215,labrador retriever,,True,0,Black,,Brown,,150.0,Adoption,Spayed Female,True
18216,bull terrier miniature,,True,0,Black,,White,,1095.0,Return_to_owner,Spayed Female,True
18217,domestic shorthair,,True,1,Torbie,,,,2190.0,Adoption,Spayed Female,True
18218,domestic shorthair,,True,1,Brown,Tabby,,,2.0,Transfer,Intact Female,False
18219,german shepherd,,True,0,Brown,,Black,,365.0,Adoption,Neutered Male,True
18220,german shepherd,,True,0,White,,,,2555.0,Adoption,Neutered Male,True
18221,pit bull,,True,0,Brown,,White,,730.0,Return_to_owner,Intact Male,True
18222,miniature poodle,,True,0,Black,,,,4380.0,Transfer,Neutered Male,True
18223,miniature poodle,,True,0,White,,,,730.0,Return_to_owner,Spayed Female,True
18224,pit bull,,True,0,Black,,White,,60.0,Return_to_owner,Neutered Male,True
18225,domestic shorthair,,True,1,White,,,,1095.0,Adoption,Spayed Female,True
18226,pit bull,boxer,False,0,Brown,,,,2555.0,Euthanasia,Intact Female,False
18227,labrador retriever,pit bull,False,0,Brown,,,,2555.0,Return_to_owner,Spayed Female,True
18228,domestic shorthair,,True,1,Tortie,,,,60.0,Transfer,Spayed Female,True
18229,domestic shorthair,,True,1,Blue,Tabby,White,,365.0,Transfer,Neutered Male,True
18230,doberman pinsch,,True,0,Black,,Tan,,1460.0,Return_to_owner,Spayed Female,True
18231,domestic shorthair,,True,1,Black,,White,,365.0,Transfer,Intact Female,True
18232,labrador retriever,pit bull,False,0,Buff,,,,1095.0,Return_to_owner,Spayed Female,True
18233,domestic shorthair,,True,1,Black,,,,1825.0,Adoption,Neutered Male,True
18234,miniature poodle,,True,0,Gray,,,,1095.0,Transfer,Neutered Male,True
18235,chihuahua shorthair,,True,0,Buff,,,,60.0,Adoption,Neutered Male,True
18236,lhasa apso,,False,0,Black,,White,,1460.0,Return_to_owner,Spayed Female,True
18237,domestic medium hair,,True,1,Cream,Tabby,,,30.0,Transfer,Intact Female,True
18238,domestic shorthair,,True,1,Black,Smoke,,,30.0,Adoption,Intact Female,True
18239,australian shepherd,,True,0,Black,,Brown,,3650.0,Transfer,Neutered Male,True
18240,domestic medium hair,,True,1,White,,Brown,,365.0,Euthanasia,Neutered Male,False
18241,dachshund,,True,0,Red,,,,2920.0,Adoption,Neutered Male,True
18242,siamese,,True,1,Flame,Point,,,210.0,Transfer,Neutered Male,True
18243,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Spayed Female,True
18244,domestic shorthair,,True,1,White,,Black,,90.0,Adoption,Neutered Male,True
18245,australian shepherd,,True,0,Red,,Black,,365.0,Adoption,Spayed Female,True
18246,cairn terrier,,True,0,Tan,,Black,,730.0,Adoption,Spayed Female,False
18247,snowshoe,,True,1,Lynx,Point,White,,730.0,Adoption,Neutered Male,True
18248,chihuahua shorthair,toy fox terrier,False,0,Tricolor,,,,150.0,Adoption,Spayed Female,True
18249,domestic medium hair,,True,1,Brown,Tabby,White,,120.0,Euthanasia,Intact Male,False
18250,domestic longhair,,True,1,Blue,,,,5110.0,Transfer,Spayed Female,True
18251,domestic shorthair,,True,1,Black,,,,7.0,Transfer,Intact Male,False
18252,domestic shorthair,,True,1,Tortie,,,,90.0,Transfer,Intact Female,False
18253,domestic longhair,,True,1,Cream,Tabby,,,60.0,Adoption,Neutered Male,True
18254,domestic longhair,,True,1,White,,,,30.0,Transfer,Intact Female,False
18255,miniature schnauzer,,True,0,Gray,,White,,730.0,Transfer,Spayed Female,False
18256,domestic shorthair,,True,1,Black,,White,,60.0,Adoption,Neutered Male,True
18257,domestic shorthair,,True,1,Black,,White,,30.0,Transfer,Intact Male,True
18258,german shepherd,,True,0,Brown,,Black,,365.0,Return_to_owner,Intact Female,False
18259,domestic shorthair,,True,1,Orange,Tabby,White,,30.0,Transfer,Intact Male,False
18260,pug,schipperke,False,0,Brown,Brindle,,,730.0,Adoption,Spayed Female,True
18261,labrador retriever,,True,0,Black,,White,,730.0,Adoption,Neutered Male,True
18262,domestic shorthair,,True,1,Brown,Tabby,White,,180.0,Transfer,Unknown,False
18263,domestic shorthair,,True,1,Blue,,,,1095.0,Adoption,Neutered Male,True
18264,norfolk terrier,,True,0,Brown,,Black,,365.0,Adoption,Spayed Female,True
18265,australian cattle dog,,True,0,White,,Black,,60.0,Adoption,Spayed Female,False
18266,pit bull,,True,0,Blue,,White,,300.0,Return_to_owner,Intact Male,True
18267,domestic shorthair,,True,1,Black,,White,,7.0,Transfer,Intact Female,True
18268,labrador retriever,pit bull,False,0,Red,,White,,730.0,Transfer,Spayed Female,True
18269,catahoula,,True,0,Yellow,Brindle,,,150.0,Adoption,Neutered Male,True
18270,beagle,,True,0,Tricolor,,,,3650.0,Return_to_owner,Neutered Male,True
18271,domestic shorthair,,True,1,Brown,Tabby,,,365.0,Transfer,Spayed Female,True
18272,domestic shorthair,,True,1,Black,,,,365.0,Transfer,Intact Female,False
18273,rat terrier,,True,0,Black,,White,,120.0,Transfer,Intact Male,True
18274,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Spayed Female,False
18275,chihuahua shorthair,cardigan welsh corgi,False,0,White,,Tan,,1825.0,Return_to_owner,Spayed Female,True
18276,domestic shorthair,,True,1,Brown,Tabby,White,,365.0,Transfer,Spayed Female,False
18277,siamese,,True,1,Lilac,Point,,,1095.0,Transfer,Spayed Female,False
18278,yorkshire terrier,miniature poodle,False,0,Tan,,Apricot,,30.0,Transfer,Intact Male,False
18279,domestic shorthair,,True,1,Torbie,,White,,60.0,Adoption,Spayed Female,True
18280,german shepherd,rottweiler,False,0,Black,,Brown,,180.0,Adoption,Spayed Female,True
18281,pit bull,,True,0,Tricolor,,,,365.0,Return_to_owner,Intact Female,True
18282,domestic shorthair,,True,1,Black,,White,,730.0,Transfer,Intact Male,False
18283,domestic shorthair,,True,1,Torbie,,,,1460.0,Transfer,Spayed Female,True
18284,rat terrier,,True,0,Tricolor,,,,330.0,Transfer,Intact Male,True
18285,cardigan welsh corgi,,True,0,Tricolor,,,,240.0,Euthanasia,Intact Female,False
18286,domestic shorthair,,True,1,Black,,White,,730.0,Return_to_owner,Neutered Male,True
18287,pit bull,,True,0,Brown,,White,,2.0,Died,Intact Male,False
18288,cairn terrier,chihuahua shorthair,False,0,White,,,,730.0,Adoption,Spayed Female,True
18289,chihuahua shorthair,,True,0,Brown,,,,60.0,Adoption,Neutered Male,False
18290,labrador retriever,catahoula,False,0,Black,,,,365.0,Adoption,Spayed Female,True
18291,chihuahua shorthair,,False,0,Tan,,,,14.0,Euthanasia,Intact Female,False
18292,domestic shorthair,,True,1,Black,,White,,365.0,Transfer,Neutered Male,True
18293,black mouth cur,,True,0,Brown,,,,365.0,Adoption,Spayed Female,True
18294,domestic medium hair,,True,1,Black,,,,120.0,Adoption,Spayed Female,True
18295,australian cattle dog,,True,0,White,,Brown,,330.0,Return_to_owner,Spayed Female,True
18296,mastiff,,True,0,Brown,Brindle,,,1095.0,Died,Spayed Female,False
18297,labrador retriever,pit bull,False,0,Black,,White,,5475.0,Return_to_owner,Spayed Female,True
18298,blue lacy,,False,0,Brown,,White,,730.0,Adoption,Spayed Female,True
18299,domestic shorthair,,True,1,Brown,Tabby,White,,730.0,Transfer,Neutered Male,False
18300,labrador retriever,,True,0,Tricolor,,,,30.0,Adoption,Neutered Male,True
18301,pit bull,,True,0,Brown,,White,,730.0,Return_to_owner,Spayed Female,True
18302,labrador retriever,,True,0,Black,,White,,2555.0,Return_to_owner,Neutered Male,True
18303,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Transfer,Unknown,False
18304,domestic shorthair,,True,1,Orange,Tabby,,,60.0,Transfer,Neutered Male,True
18305,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Neutered Male,True
18306,domestic shorthair,,True,1,Brown,Tabby,,,90.0,Adoption,Neutered Male,True
18307,domestic shorthair,,True,1,Blue,Tabby,White,,90.0,Adoption,Spayed Female,True
18308,domestic shorthair,,True,1,White,,Brown,Tabby,730.0,Return_to_owner,Spayed Female,False
18309,domestic shorthair,,True,1,White,,Blue,,1095.0,Transfer,Neutered Male,False
18310,domestic shorthair,,True,1,Black,,,,730.0,Transfer,Intact Female,False
18311,american staffordshire terrier,,True,0,Blue,,White,,365.0,Adoption,Spayed Female,True
18312,labrador retriever,,True,0,Tan,,,,1460.0,Adoption,Neutered Male,True
18313,border collie,,True,0,Tricolor,,,,365.0,Adoption,Neutered Male,True
18314,smooth fox terrier,,True,0,Black,,Tricolor,,4745.0,Return_to_owner,Neutered Male,True
18315,domestic shorthair,,True,1,Cream,Tabby,,,60.0,Transfer,Intact Male,True
18316,domestic shorthair,,True,1,Torbie,,,,210.0,Transfer,Intact Female,False
18317,pit bull,,True,0,Brown,,White,,730.0,Return_to_owner,Neutered Male,True
18318,soft coated wheaten terrier,,True,0,Buff,,,,730.0,Adoption,Spayed Female,True
18319,domestic shorthair,,True,1,Brown,Tabby,White,,365.0,Transfer,Neutered Male,False
18320,domestic longhair,,True,1,Tortie,,,,60.0,Transfer,Intact Female,True
18321,domestic shorthair,,True,1,Orange,Tabby,White,,90.0,Adoption,Neutered Male,True
18322,domestic shorthair,,True,1,Cream,Tabby,,,14.0,Transfer,Intact Male,False
18323,german shepherd,,True,0,Tricolor,,,,30.0,Transfer,Spayed Female,True
18324,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Neutered Male,True
18325,domestic shorthair,,True,1,Black,,,,365.0,Adoption,Spayed Female,True
18326,pomeranian,,True,0,Tan,,,,60.0,Adoption,Spayed Female,False
18327,border collie,labrador retriever,False,0,Black,,White,,1095.0,Return_to_owner,Spayed Female,True
18328,domestic shorthair,,True,1,Black,,,,30.0,Transfer,Intact Female,True
18329,domestic shorthair,,True,1,Lynx,Point,,,21.0,Transfer,Intact Male,False
18330,domestic shorthair,,True,1,Torbie,,,,60.0,Adoption,Spayed Female,True
18331,labrador retriever,,True,0,Brown,,White,,1095.0,Euthanasia,Spayed Female,True
18332,domestic medium hair,,True,1,Black,,,,30.0,Transfer,Intact Male,False
18333,labrador retriever,,True,0,Chocolate,,White,,730.0,Adoption,Neutered Male,True
18334,wire hair fox terrier,,False,0,Tricolor,,,,730.0,Return_to_owner,Spayed Female,True
18335,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Adoption,Spayed Female,True
18336,queensland heeler,,True,0,White,,Black,,180.0,Adoption,Neutered Male,False
18337,domestic shorthair,,True,1,Blue,Tabby,,,730.0,Return_to_owner,Spayed Female,True
18338,domestic shorthair,,True,1,Calico,,,,60.0,Transfer,Intact Female,True
18339,domestic shorthair,,True,1,White,,,,365.0,Transfer,Intact Female,False
18340,domestic shorthair,,True,1,Brown,Tabby,White,,30.0,Adoption,Intact Female,True
18341,domestic longhair,,True,1,Brown,Tabby,White,,180.0,Transfer,Intact Female,False
18342,miniature schnauzer,miniature poodle,False,0,Gray,,White,,1095.0,Adoption,Spayed Female,True
18343,miniature pinscher,,True,0,Black,,Tan,,365.0,Adoption,Neutered Male,True
18344,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Transfer,Neutered Male,True
18345,domestic shorthair,,True,1,Black,,White,,1460.0,Return_to_owner,Neutered Male,True
18346,domestic medium hair,,True,1,Cream,Tabby,,,60.0,Adoption,Neutered Male,True
18347,pit bull,,True,0,Black,,,,365.0,Return_to_owner,Spayed Female,True
18348,domestic shorthair,,True,1,Brown,Tabby,White,,730.0,Return_to_owner,Neutered Male,True
18349,chihuahua shorthair,,True,0,Brown,,White,,365.0,Adoption,Neutered Male,True
18350,domestic shorthair,,False,1,Cream,Tabby,,,365.0,Transfer,Intact Male,False
18351,domestic medium hair,,True,1,Brown,Tabby,,,30.0,Transfer,Intact Male,False
18352,domestic shorthair,,True,1,Orange,Tabby,White,,1825.0,Return_to_owner,Neutered Male,True
18353,domestic shorthair,,True,1,Black,,,,730.0,Transfer,Neutered Male,True
18354,domestic shorthair,,True,1,Black,,,,365.0,Adoption,Spayed Female,True
18355,labrador retriever,,True,0,Black,,White,,150.0,Adoption,Neutered Male,True
18356,domestic shorthair,,True,1,Brown,Tabby,White,,1825.0,Transfer,Spayed Female,True
18357,domestic shorthair,,True,1,Black,,,,21.0,Transfer,Unknown,False
18358,domestic shorthair,,True,1,Brown,Tabby,White,,270.0,Transfer,Intact Female,False
18359,great pyrenees,,True,0,White,,Buff,,730.0,Transfer,Neutered Male,True
18360,domestic shorthair,,True,1,Blue,Tabby,White,,60.0,Transfer,Intact Male,True
18361,siamese,,True,1,Tortie,Point,,,365.0,Transfer,Intact Female,True
18362,domestic shorthair,,True,1,Tortie,,,,730.0,Transfer,Spayed Female,True
18363,domestic shorthair,,True,1,Calico,,,,365.0,Adoption,Spayed Female,True
18364,domestic shorthair,,True,1,Orange,Tabby,,,1095.0,Transfer,Neutered Male,True
18365,domestic shorthair,,True,1,Torbie,,,,14.0,Transfer,Unknown,False
18366,pit bull,,True,0,Fawn,,White,,730.0,Adoption,Spayed Female,True
18367,lhasa apso,,True,0,White,,Brown,,365.0,Return_to_owner,Intact Male,True
18368,domestic shorthair,,True,1,Brown,Tabby,White,,730.0,Return_to_owner,Intact Female,True
18369,domestic medium hair,,True,1,Brown,Tabby,White,,365.0,Transfer,Intact Male,False
18370,beagle,,True,0,Tricolor,,,,2920.0,Transfer,Spayed Female,True
18371,american staffordshire terrier,,True,0,Fawn,,White,,365.0,Adoption,Neutered Male,True
18372,labrador retriever,,True,0,Black,,White,,60.0,Transfer,Intact Female,False
18373,chihuahua shorthair,,True,0,White,,Tan,,730.0,Adoption,Spayed Female,True
18374,domestic shorthair,,True,1,Brown,Tabby,,,240.0,Adoption,Neutered Male,True
18375,pit bull,,True,0,White,,Brown,Brindle,2555.0,Return_to_owner,Spayed Female,True
18376,chihuahua shorthair,,True,0,Black,,Tan,,1460.0,Transfer,Spayed Female,True
18377,german shepherd,,False,0,Black,,Brown,,3650.0,Return_to_owner,Spayed Female,True
18378,chihuahua shorthair,,True,0,Brown,,White,,150.0,Adoption,Neutered Male,True
18379,siberian husky,,False,0,Red,,White,,365.0,Adoption,Intact Male,True
18380,domestic shorthair,,True,1,Orange,Tabby,,,1095.0,Transfer,Spayed Female,True
18381,labrador retriever,,True,0,Black,,,,2190.0,Return_to_owner,Spayed Female,True
18382,black mouth cur,,True,0,Tan,,White,,180.0,Adoption,Neutered Male,True
18383,domestic shorthair,,True,1,Black,,White,,150.0,Adoption,Neutered Male,True
18384,domestic shorthair,,True,1,Blue,,,,60.0,Adoption,Spayed Female,False
18385,chihuahua shorthair,,True,0,Black,,White,,730.0,Transfer,Spayed Female,False
18386,domestic shorthair,,True,1,Cream,Tabby,White,,240.0,Adoption,Spayed Female,True
18387,pit bull,,True,0,White,,Brown,,730.0,Transfer,Spayed Female,True
18388,labrador retriever,miniature poodle,False,0,Cream,,White,,60.0,Adoption,Spayed Female,False
18389,labrador retriever,,True,0,Black,,,,3285.0,Return_to_owner,Neutered Male,True
18390,golden retriever,,True,0,Gold,,White,,365.0,Adoption,Neutered Male,True
18391,domestic shorthair,,False,1,Blue,Tabby,,,30.0,Euthanasia,Intact Male,False
18392,chihuahua shorthair,,True,0,Black,,Brown,,1095.0,Return_to_owner,Neutered Male,True
18393,pit bull,,True,0,Brown,Brindle,White,,60.0,Adoption,Spayed Female,True
18394,pit bull,,True,0,Tan,,,,730.0,Transfer,Neutered Male,True
18395,labrador retriever,beagle,False,0,Brown,,White,,3650.0,Return_to_owner,Intact Male,True
18396,domestic shorthair,,True,1,Brown,Tabby,,,150.0,Adoption,Neutered Male,False
18397,chihuahua shorthair,,True,0,Black,,White,,365.0,Return_to_owner,Neutered Male,True
18398,domestic medium hair,,True,1,Black,,,,365.0,Transfer,Intact Female,False
18399,labrador retriever,,True,0,Black,,,,90.0,Transfer,Intact Female,False
18400,domestic shorthair,,True,1,Blue,,,,90.0,Adoption,Neutered Male,True
18401,dachshund longhair,,True,0,Red,,Black,,330.0,Return_to_owner,Neutered Male,True
18402,american bulldog,,True,0,White,,Black,,365.0,Euthanasia,Intact Male,False
18403,domestic shorthair,,True,1,Orange,Tabby,,,28.0,Transfer,Unknown,False
18404,domestic shorthair,,True,1,White,,Black,,0.0,Transfer,Intact Male,False
18405,domestic longhair,,True,1,Orange,Tabby,White,,2555.0,Transfer,Neutered Male,False
18406,domestic shorthair,,True,1,Black,,,,7.0,Transfer,Intact Female,False
18407,domestic shorthair,,True,1,Black,,,,21.0,Transfer,Intact Female,False
18408,domestic longhair,,True,1,White,,,,5110.0,Euthanasia,Neutered Male,True
18409,german shepherd,,True,0,Black,,Brown,,30.0,Adoption,Neutered Male,True
18410,domestic shorthair,,True,1,Blue,,White,,60.0,Adoption,Neutered Male,True
18411,pit bull,,True,0,Buff,,,,730.0,Adoption,Spayed Female,True
18412,miniature poodle,,True,0,Cream,,,,730.0,Euthanasia,Intact Female,True
18413,domestic shorthair,,True,1,White,,Blue,,60.0,Adoption,Spayed Female,True
18414,boxer,pit bull,False,0,Tan,,White,,240.0,Adoption,Neutered Male,True
18415,domestic shorthair,,True,1,Black,,White,,365.0,Transfer,Intact Female,False
18416,toy poodle,,False,0,White,,,,1825.0,Adoption,Neutered Male,True
18417,labrador retriever,,False,0,Black,,White,,120.0,Adoption,Neutered Male,True
18418,labrador retriever,flat coat retriever,False,0,Black,,White,,90.0,Adoption,Neutered Male,False
18419,pomeranian,,False,0,Buff,,,,1460.0,Adoption,Spayed Female,True
18420,domestic shorthair,,True,1,Brown,Tabby,,,1095.0,Return_to_owner,Spayed Female,True
18421,australian kelpie,,True,0,Red,,,,1825.0,Transfer,Spayed Female,True
18422,english springer spaniel,,True,0,White,,Black,,1095.0,Transfer,Spayed Female,True
18423,cairn terrier,chihuahua shorthair,False,0,Brown,,,,730.0,Adoption,Spayed Female,True
18424,domestic shorthair,,True,1,Blue,Tabby,White,,60.0,Adoption,Spayed Female,True
18425,domestic shorthair,,True,1,White,,Brown,Tabby,1095.0,Adoption,Neutered Male,True
18426,pit bull,,True,0,Brown,,White,,730.0,Adoption,Spayed Female,True
18427,bull terrier,,True,0,Black,,White,,1460.0,Adoption,Spayed Female,True
18428,domestic shorthair,,True,1,Orange,Tabby,,,120.0,Adoption,Spayed Female,True
18429,siamese,,True,1,Seal,Point,,,60.0,Adoption,Spayed Female,True
18430,domestic shorthair,,True,1,Brown,Tabby,,,21.0,Transfer,Intact Female,False
18431,boxer,,True,0,Tricolor,,,,730.0,Return_to_owner,Neutered Male,True
18432,staffordshire,,True,0,Blue,,White,,730.0,Adoption,Spayed Female,True
18433,domestic shorthair,,True,1,Orange,Tabby,,,365.0,Adoption,Neutered Male,True
18434,boxer,,True,0,Tan,,,,365.0,Adoption,Spayed Female,True
18435,australian kelpie,,True,0,Tricolor,,,,210.0,Adoption,Spayed Female,True
18436,border collie,,True,0,Tan,,,,28.0,Transfer,Unknown,False
18437,chihuahua shorthair,dachshund,False,0,Black,,,,365.0,Return_to_owner,Neutered Male,False
18438,american bulldog,,True,0,White,,Brown,Brindle,730.0,Transfer,Neutered Male,True
18439,domestic shorthair,,True,1,Cream,Tabby,White,,1095.0,Transfer,Neutered Male,True
18440,domestic shorthair,,True,1,Calico,,,,4.0,Transfer,Intact Female,False
18441,labrador retriever,,True,0,White,,Brown,,365.0,Return_to_owner,Neutered Male,True
18442,pit bull,,True,0,Tan,,White,,1460.0,Return_to_owner,Intact Female,True
18443,pit bull,,True,0,Chocolate,,White,,365.0,Return_to_owner,Spayed Female,True
18444,domestic shorthair,,True,1,Black,,,,90.0,Transfer,Intact Male,True
18445,domestic shorthair,,True,1,Brown,Tabby,,,210.0,Adoption,Spayed Female,True
